region,year,type,region_value,basin_value,diff_region-basin,area,diff/area
CMR_GFGU,2050,FRS,9859.775,14416.499,-4556.723,23588.939,-0.193
SUR_NESO,2050,FRS,8248.812,13112.782,-4863.970,14581.844,-0.334
MYS_PMAL,2050,FRS,6598.389,7631.556,-1033.166,13142.932,-0.079
FRA_NESO,2050,FRS,5897.524,7073.734,-1176.210,8345.313,-0.141
IDN_SUMA,2050,FRS,18629.202,21936.974,-3307.773,46892.436,-0.071
CMR_CONG,2050,FRS,5728.674,6882.198,-1153.525,9497.949,-0.121
COD_CONG,2050,FRS,125461.917,108181.981,17279.936,233541.523,0.074
GUY_AMAZ,2050,FRS,108.622,543.995,-435.372,1305.790,-0.333
IDN_KALI,2050,FRS,37520.274,36005.001,1515.273,53734.206,0.028
IDN_SULA,2050,FRS,12011.829,13374.078,-1362.249,25746.876,-0.053
BRA_AMAZ,2050,FRS,292007.780,324122.078,-32114.298,385138.396,-0.083
UGA_NILE,2050,FRS,204.707,90.027,114.680,24293.848,0.005
KEN_RIFT,2050,FRS,0.000,63.082,-63.082,12956.892,-0.005
KEN_SHJU,2050,FRS,133.075,124.460,8.615,21031.233,0.000
COG_CONG,2050,FRS,11044.504,9939.724,1104.780,24983.831,0.044
VEN_AMAZ,2050,FRS,2859.486,4275.203,-1415.718,nan,nan
COL_AMAZ,2050,FRS,23871.625,28628.886,-4757.261,34076.965,-0.140
GAB_GFGU,2050,FRS,18715.939,14606.781,4109.158,26074.556,0.158
COG_GFGU,2050,FRS,2688.386,1846.168,842.218,9662.056,0.087
ECU_CEPC,2050,FRS,2862.300,4136.933,-1274.633,12461.515,-0.102
ECU_AMAZ,2050,FRS,6999.935,9903.386,-2903.451,13076.734,-0.222
KEN_NILE,2050,FRS,150.779,161.948,-11.169,5093.740,-0.002
PER_AMAZ,2050,FRS,66003.349,69894.478,-3891.129,96450.595,-0.040
KEN_AECC,2050,FRS,676.712,199.023,477.690,19405.810,0.025
IDN_IRJA,2050,FRS,33645.985,31208.652,2437.334,40730.385,0.060
BRA_TOCA,2050,FRS,32994.293,39258.993,-6264.700,118629.377,-0.053
RWA_NILE,2050,FRS,214.334,11.149,203.185,2074.016,0.098
TZA_NILE,2050,FRS,35.863,165.992,-130.129,11961.375,-0.011
PNG_PNGC,2050,FRS,19767.376,21530.859,-1763.483,28428.589,-0.062
RWA_CONG,2050,FRS,0.000,4.248,-4.248,468.211,-0.009
TZA_AECC,2050,FRS,7783.432,2162.548,5620.884,48338.390,0.116
BRA_SAOF,2050,FRS,13481.438,2846.146,10635.293,125668.880,0.085
PNG_IRJA,2050,FRS,1816.790,2332.415,-515.625,3891.543,-0.132
PER_PERU,2050,FRS,647.103,1924.077,-1276.973,32970.187,-0.039
BDI_NILE,2050,FRS,16.771,86.212,-69.441,1347.936,-0.052
TZA_CONG,2050,FRS,2990.293,210.599,2779.694,16395.698,0.170
PNG_SEPI,2050,FRS,6876.812,6412.214,464.598,7702.999,0.060
IDN_JATI,2050,FRS,2935.471,5125.011,-2189.541,20175.474,-0.109
AGO_CONG,2050,FRS,5763.521,5092.631,670.890,30296.561,0.022
PNG_FLYY,2050,FRS,2289.550,5057.931,-2768.382,6222.042,-0.445
AGO_ANGC,2050,FRS,3898.597,1354.172,2544.425,48626.611,0.052
SLB_SOLI,2050,FRS,289.696,317.449,-27.752,2160.195,-0.013
ZMB_CONG,2050,FRS,4622.116,665.228,3956.888,17676.266,0.224
TLS_JATI,2050,FRS,866.140,596.600,269.541,1503.074,0.179
BRA_UBSA,2050,FRS,19092.501,9556.511,9535.990,79015.913,0.121
ZMB_ZAMB,2050,FRS,17905.604,3701.438,14204.166,57794.948,0.246
BOL_AMAZ,2050,FRS,14931.263,28290.002,-13358.739,71622.445,-0.187
MWI_ZAMB,2050,FRS,384.832,114.500,270.332,11180.124,0.024
MOZ_AECC,2050,FRS,5514.371,483.075,5031.296,36552.309,0.138
AUS_AUNC,2050,FRS,1629.016,2021.899,-392.883,168767.757,-0.002
SLB_SPII,2050,FRS,35.661,74.892,-39.231,431.138,-0.091
AGO_ZAMB,2050,FRS,7044.262,1676.752,5367.509,25466.101,0.211
MDG_MADA,2050,FRS,2058.429,7201.928,-5143.499,59206.898,-0.087
AGO_ASII,2050,FRS,3498.097,580.354,2917.743,20460.847,0.143
MOZ_ZAMB,2050,FRS,460.459,77.499,382.959,15820.701,0.024
FJI_SPII,2050,FRS,655.967,816.976,-161.009,1734.324,-0.093
VUT_SPII,2050,FRS,175.601,191.032,-15.431,1123.995,-0.014
BRA_LAPL,2050,FRS,13798.534,12336.751,1461.782,141849.916,0.010
BOL_LPUN,2050,FRS,0.000,12.140,-12.140,15286.927,-0.001
BOL_LAPL,2050,FRS,0.000,66.537,-66.537,22133.395,-0.003
NAM_NAMC,2050,FRS,0.000,2397.939,-2397.939,27526.204,-0.087
AUS_AINT,2050,FRS,0.000,223.163,-223.163,305459.066,-0.001
NAM_ASII,2050,FRS,0.000,1313.624,-1313.624,30705.137,-0.043
AUS_AEAC,2050,FRS,8453.661,6904.126,1549.535,79897.870,0.019
CHL_NCHI,2050,FRS,0.000,64.427,-64.427,26604.498,-0.002
ZWE_AIOC,2050,FRS,150.387,102.277,48.110,8942.306,0.005
MOZ_AIOC,2050,FRS,1052.434,21.850,1030.584,15424.007,0.067
CHL_LPUN,2050,FRS,0.000,73.380,-73.380,6318.868,-0.012
BWA_ASII,2050,FRS,0.000,1746.668,-1746.668,34631.650,-0.050
BWA_ORAN,2050,FRS,0.000,3063.506,-3063.506,15326.708,-0.200
PRY_LAPL,2050,FRS,7108.940,1070.287,6038.654,40086.756,0.151
ZWE_ASII,2050,FRS,0.000,0.060,-0.060,2570.627,-0.000
AUS_AWEC,2050,FRS,1070.328,1263.613,-193.285,73711.903,-0.003
BWA_LIMP,2050,FRS,0.000,614.519,-614.519,8090.474,-0.076
NAM_ORAN,2050,FRS,0.000,1458.872,-1458.872,24213.193,-0.060
ARG_LAPL,2050,FRS,3706.003,4430.608,-724.605,92805.167,-0.008
ZAF_SASC,2050,FRS,608.775,164.992,443.783,35794.136,0.012
ZAF_ORAN,2050,FRS,0.000,39.736,-39.736,57809.045,-0.001
AUS_MRDA,2050,FRS,1137.658,881.006,256.652,92910.764,0.003
SWZ_SASC,2050,FRS,0.000,18.950,-18.950,1713.839,-0.011
ARG_SACC,2050,FRS,0.000,120.596,-120.596,37537.518,-0.003
AUS_ASCO,2050,FRS,2.725,12.488,-9.763,48816.736,-0.000
ZAF_SAWC,2050,FRS,0.000,59.213,-59.213,10151.706,-0.006
LSO_ORAN,2050,FRS,0.000,118.710,-118.710,3014.536,-0.039
URY_LAPL,2050,FRS,125.062,692.831,-567.769,13908.538,-0.041
URY_UBSA,2050,FRS,24.794,255.274,-230.480,3807.556,-0.061
CHL_SCPA,2050,FRS,8874.760,14437.436,-5562.676,39825.862,-0.140
ARG_NASA,2050,FRS,424.224,79.602,344.622,22300.873,0.015
NZL_NZLZ,2050,FRS,3013.548,10862.050,-7848.502,26261.458,-0.299
ARG_NEGR,2050,FRS,681.474,813.657,-132.183,28294.956,-0.005
ARG_SASS,2050,FRS,688.619,1472.352,-783.733,49137.835,-0.016
CAN_NWTT,2100,FRS,60879.161,42594.556,18284.605,296949.745,0.062
RUS_SNCO,2100,FRS,124234.183,138118.413,-13884.230,286401.046,-0.048
NOR_SNCC,2100,FRS,19720.805,24144.807,-4424.003,35255.967,-0.125
RUS_SWCO,2100,FRS,104242.886,76959.454,27283.432,300613.284,0.091
RUS_LENA,2100,FRS,160479.187,114617.692,45861.495,240158.124,0.191
